0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,TEXT
0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,HAD taxi OUT TO runway _ FOR takeoff PER prevail east WIND AND OTHER traffic have JUST clear runway _ AFTER land.RADIO announcement WERE MADE BY MY STUDENT DURING ALL TAXI AND takeoff procedure.on OTHER aeronauticaladvisorystation transmit WAS note WHICH refer TO ITSELF ONLY BY number AND locate north OF IOSCO airport.no identify OF it typeaircraft WAS MADE.AFTER VISUAL SCAN reveal NO OTHER traffic WE proceed FOR A normaltakeoff.DURING climbout altitude _ feetabovegroundlevel JUST oppose THE RAMP midfield WE SAW A heliport AT OUR _ o'clock posit AT OUR altitude ON A head OF approximate _ degree AT rang OF ABOUT _ feet.IT WAS APPARENT THAT THE heliport WAS intend TO approach FOR A land ON THE RAMP cross THE activerunway AT ALMOST _ degree AT VERY lowaltitude WITHOUT us THE STANDARD airport trafficpattern.THIS ALMOST result IN A midaircollision.THE heliport COULD HAVE identify HIMSELF AS SUCH fly AT A higheraltitude RATHER THAN THE _ feet ABOVE treetop LEVEL THAT MADE HIM INVISIBLE TO US AND HE COULD HAVE fly A STANDARD approach PATTERN.THERE ARE sever noradio airplane THAT OPERATE AT _ AND WOULD HAVE HAD NO warn EITHER IN this situate.
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THIS WAS A train JUMP FOR A firsttime skydive STUDENT.FOR THIS JUMP _ accelerate freefall rate instructor WOULD ACCOMPANY THE STUDENT THROUGH preflight.THE dropzone AREA WAS clear AND visualflightrules.THERE WAS A cloudlayer ABOUT _ nauticalmile UPWIND IE east OF THE dropzone.THE aircraft WAS ON JUMP RUN WELL BEFORE THE dropzone.WHILE climb OUT THE instructor AND STUDENT TOOK MUCH long THAN USUAL.BY THE TIME THEY WERE READY TO JUMP WE HAD fly OVER THE cloudlayer.INSTEAD OF climb BACK INTO THE PLANE AND start OVER THE instructor initiate THE JUMP.AS A RESULT THEY WENT THROUGH THE cloud.NOT ONLY IS THIS A violate of federalaviationregulation _ IT IS ALSO IN violate OF USPA BASIC safe requirement AND OTHER skydive regulate.THE instructor WERE TOLD THAT THEY exercise extreme poorjudgement IN jump WITH A STUDENT THROUGH cloud.THEY agree AND WOULD DO A betterjob IN plan THEIR JUMP RUN.
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,be vector FOR A land ON runway THE control instruct US TO TUNE IN AND contacttower.I mistake look AT THE towerfrequency FOR runway.WHEN WE contact tower THE control clear US TO LAND ON runway.WE question THE clearance SINCE WE WERE be vector AND expect clearance FOR runway AT phx airport.WE WERE AGAIN clear TO LAND ON runway.WE sidestep TO THE right AND land WITHOUT INCIDENT.UPON taxi TO OUR GATE THE groundcontrol ask US WHO clear US TO LAND.WE respond THE tower.THE captain WAS THEN request TO CONTACT THE towerchief BY PHONE.HE HAD A converse WITH THE towerchief.WE surprise THE approach control BY land ON A differentrunway THAN HE HAD vector US TO.THE towercontroller DID NOT QUESTION US AND JUST clear US TO LAND ON hi runway WHEN WE contact HIM.THERE WAS NO trafficconflict fortunate.
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,approach sns airport veryhighfrequencyomnidirectionalradiorange ON ROBIE _ arrive INTO sjc airport WAS TOLD BY ZOA TO PROCEED DIRECT TO KLIDE intersect sjc airport _ degree RADIAL _ distancemeasuringequipment AND INTERCEPT THE locate runway.ALTHOUGH WE intend TO DO THAT WE INSTEAD TOOK UP A head THAT WOULD TAKE US TO A POINT ON THE OTHER SIDE OF THE FIELD IE THE sjc airport _ degree RADIAL _ distancemeasuringequipment.DURING handoff TO approach approachcontrol realize WE WEREN T proceed AS direct.THEY THEN direct US TO TURN right TO A head TO INTERCEPT THE locate.NO trafficconflict result.WHEN airtrafficcontrol clear US TO KLIDE THE pilotnotflying ME try TO PROGRAM KLIDE INTO THE flightmanagementcomputer.KLIDE WAS NOT IN THE DATABASE SO I HAD TO ENTER THE intersect AS A RADIAL AND distancemeasuringequipment.THE pilotflying firstofficer say ENTER sjc airport _ degree RADIAL _ nauticalmile FIX.I DID THAT AND WE THEN turn TO A head THAT WOULD TAKE US TO WHAT I THOUGHT WAS KLIDE.NEITHER OF US realize THAT WE HAD enter THE inboundcourse RATHER THAN THE RADIAL.WE WERE proceed ON A head TO THE OTHER SIDE OF THE FIELD.contribute factor _ KLIDE NOT IN DATABASE._ captain NOT think WHEN HE enter WHAT THE firstofficer TOLD HIM TO ENTER._ highworkload occur WELL INTO descend WHEN A LOT OF thing WERE happen._ NOT look AT THE head AND ask doe IT MAKE SENSE.A GLANCE AT THE approach CHART SHOULD HAVE SHOWN head TO BE between _ degree FROM sns airport AND NOT THE _ degree head WE WERE fly.LESSON learn pilotnotflying SHOULD backup AND NOT JUST ENTER WHAT THE firstofficer say.
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,WE WERE fly west enroute TO FMY AT _ feet visualflightrules.MOONEY WAS northeastbound collide WOULD HAVE occur IF WE DID NOT INITIATE SHARP descend.WE immediate initiate flight follow.
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,give UNPUBLISHED HOLD HOLD west ON _ degree RADIAL bjc airport _ distancemeasuringequipment STUDENT turn SECOND omnibearingselector TO outboundheading.discuss open attention TO altitude LOST moment _ feet HIGH.control call return TO _ feet.PAY attention.
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DURING depart climb OFF runway _ groundproximitywarningsystemwarning TERRAIN WHOOP WHOOP sound FROM plus or minus _ distancemeasuringequipment TO _ distancemeasuringequipment between plus or minus _ feetmeansealevel.radaraltimeter descend TO plus or minus _ feet DURING THIS PERIOD.LSE airportanalysis WAS us include publish _ feet MINIMUM LEVELOFF accelerate altitude.ALL aircraft system WERE operate normal AND STANDARD depart PROFILE follow.aircraft pass OVER bluff eastsoutheast OF airport.aircraft WAS plus or minus _ pound UNDER allowabletakeoffweight.HAD THIS occur IN instrumentmeteorologicalconditions OR DURING singleengine emergency THERE WOULD BE CAUSE FOR CONCERN.
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,WHILE descend FOR approach TO iah airport center GAVE US A cross restrict OF _ feet AT _ knot southeast OF NAVASOTA TNV.I AM quit SURE HE modify THIS TO _ feet.I readback THE newaltitude WHICH I BELIEVE HE confirm BUT WHEN I check IN WITH approach THE control WAS surprise TO FIND OUT I WAS AT _ feet INSTEAD OF _ feet.NOW _ feet IS THE NORMAL altitude THAT WE ARE hand OVER TO approachcontrol AND I THINK THAT center MAY HAVE MADE A MISTAKE AND GAVE US THAT OUT OF HABIT.THAT DAY thing WERE IRREGULAR BECAUSE OF weather.WE WERE be vector AND OUR NORMAL arrive WAS NOT IN us.
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,WHEN clear FOR takeoff captain advance power AND autothrottle WERE arm power NORMAL.I call _ knot THROTTLE HOLD AND THEN notice THE right generate OFF LIGHT ON engineindicationandcrewalertingsystem.IT WAS NEAR _ knot AND I immediate advise THE captain WHO abort THE takeoff.speed WAS NEAR _ knot.I call tower AND advise THEM THAT WE WERE abort.THEY want US TO CONTINUE PAST runway AND TURN right ON runway _.WE DID THAT AND ask IF WE COLD GO TO THE runway PAD AND assess the situate.tower advise TO STAY WHERE WE WERE IT WAS OK.I call maintain AND RAMP FOR A GATE.WE move TO THE runway PAD AND ORD operate CAME BY AND advise THAT _ tire WERE FLAT.AFTER THAT THERE WAS NO QUESTION OF ani TAXI.operate AND maintain handle THE remove OF THE passenger WHO WERE CALM AND DIDN T SEEM UPSET BY THE ABORT.THE captain MADE A gooddecision IN THE shorttime HE HAD TO EVALUATE THE inform.HE keep EVERYONE inform OF WHAT WAS go ON AND DID A SUPER JOB.HE coordinate THE CREW activity AND handle THE SIT AS IF IT WAS NORMAL.supplementalinformation FROM airborneclassificationnumber _ maintain LATER inform US THAT THE FUSE plug HAD deflate THE tire.passenger AND CREW deplane AT THE PAD.
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POSSIBLE veryhighfrequencyomnidirectionalradiorangesignal RADIAL problem _ collocate veryhighfrequencyomnidirectionalradiorange and tacticalairnavigation.locate approximate SLI _ degree RADIAL _ distancemeasuringequipment.WHILE climb TO _ feet ON THE PRADO _ depart WE WERE TOLD BY airtrafficcontrol THAT WE WERE _ mile north OF COURSE.BOTH OUR veryhighfrequencyomnidirectionalradiorange WERE SET ON THE SLI _ degree RADIAL AND show centerline.AFTER A FEW minute airtrafficcontrol THEN turn US right TO A head OF _ degree.TOLD airtrafficcontrol WE indicate centerline.NO LOSS OF separate WAS mention.THIS samesituation HAS happen AT LEAST _ OR _ time TO ME IN JUST ABOUT THE SAME posit.COME TO FIND OUT THE firstofficer HAS experience THIS ALSO _ time ON THE PRADO _ OUT OF ont airport.PERHAPS THERE IS AN electric distort AND OR receive problem IN THIS AREA.PERHAPS IT WAS A CELL PHONE OR OTHER electric DEVICE IN THE CABIN.WE mention THIS TO THE flightattendant HOWEVER SHE recall NOTHING UNUSUAL.WE WERE NOT us GPS lateralnavigation AT THE TIME.
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ON september _ I receive A CALL FROM MY COMPANY south CHIEF OF maintain inform ME THAT A flight ON august _ MADE BY ME IN THE ABOVE aircraft WAS AFTER THE annualinspection DATE OF july _.THIS aircraft IS us BY THE pilot OF OUR cpr airport flightdepartment FOR please AND private BUSINESS fly.IT IS NOT us FOR cpr airport TRANSPORT AND WAS NOT include ON A statusboard OR IN A computersystem AS THE cpr airport jet ARE.I REALIZE THAT IT IS THE pilot south responsible TO ENSURE THE airworthy OF THE aircraft.I HAVE BECOME accustom TO THE maintenancedepartment track inspect DUE date AND ensure comply.IT NEVER occur TO ME TO check THE logbook OF THIS aircraft.I HAVE spoke WITH THE maintain CHIEF AND THE follow change HAVE BEEN MADE._ A STATUS SHEET WITH THE NECESSARY inspect inform FROM THE logbook WILL BE carry IN THE aircraft._ statusboard WILL BE install IN THE maintain AREA TO MONITOR THIS aircraft._ NEW SOFTWARE PROGRAM HAS BEEN purchase THAT WILL ALLOW THE STATUS OF ALL companyaircraft TO BE monitor include THIS on us FOR person fly._ THE CHIEF OF maintain WILL CONDUCT A train SESSION WITH ALL cpr airport pilot TO ENSURE EVERYONE IS AWARE OF THE change be implement AND THE import OF ensure airworthy PRIOR TO flight.
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,WHILE descend INTO PAP WE receive A trafficadvisory warn AT ABOUT _ feet.WE level AT _ feet AND MADE visualcontact WITH A JET depart PAP runway _.HE call HE HAD THE trafficadvisory warn AND WE report WE HAD THE traffic IN SIGHT.THE trafficadvisory cancel AS WE level AT _ feet.WE pass BY THE traffic WITH MORE THAN _ feet verticalseparation AND MORE THAN _ mile horizontalseparation.WE WERE previous clear ON A VISUAL approach TO runway _.I SUSPECT THE HIGH descend RATE combine WITH THE HIGH climb RATE WAS A majorfactor.
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,airtrafficcontrol advise clear FOR takeoff climb TO _ feet ON runwayheading.AT approximate _ feet THE control advise MAINTAIN _ feet DUE TO traffic.THE aircraft WAS climb approximate _ FPM.WE THEN level OFF AT _ feet assoonaspossible.THE control THEN GAVE A clearance TO climb TO _ feet AND CONTACT ZNY.I readback frequency BUT advise I HAD traffic _ o'clock AND LESS THAN _ mile ON trafficalertandcollisionavoidancesystem _ AT _ feet.THE control THEN say CONTACT ZNY AND climb TO _ feet AGAIN.I refuse AND call ZNY AND TOLD HIM THE SIT.HE say STAY AT _ feet THAT I DID HAVE instrumentflightrulestraffic AT _ feet LESS THAN _ mile oppositedirection.NOTE THE firstofficer WAS fly AND ONCE THE control clear US TO _ feet HE initiate A climb BUT stop AT _ feet AS trafficalertandcollisionavoidancesystem _ WENT TO resolutionadvisory MODE AND command A verticalspeed descend.HE firstofficer level AT _ feet ON MY COMMAND ALONG WITH resolutionadvisory OF trafficalertandcollisionavoidancesystem _.I THINK THE control AT MCGUIRE EITHER miss THE traffic OFF hi SCREEN OR WAS JUST A badjudgement CALL ON BEHALF OF MCGUIRE depart control.THE trafficalertandcollisionavoidancesystem _ save THE DAY IN MY BOOK INVALUABLE equip.
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,I report FOR DUTY AT A maintenancefacility WHERE WORK HAD BEEN accomplish ON OUR PLANE.THE aircraft HAD ALREADY BEEN return TO serve BY THE COMPANY indicate TO ME THAT maintain perform AS WELL AS associate PAPERWORK HAD BEEN receive AND WORK perform WAS suffice TO PLACE THE aircraft BACK INTO serve.base ON _ _ year EXPERIENCE WITH THE COMPANY IT IS MY EXPERIENCE THAT AN aircraft IS NEVER return TO serve UNLESS ALL require PAPERWORK IS receive AND review FOR COMPLETENESS AND accurate.PRIOR TO say TRIP I talk WITH _ differ MECHS WHO state ALL PAPERWORK HAD BEEN pass TO THE COMPANY.THE mechanic show ME AN aircraft RELEASE FORM.THE FORM state THAT THE wheelassembly TIE bolt fail A TORQUE TEST DURING DISASSEMBLY REASSEMBLY.THIS concern ME.I ask THE mechanic WHAT THAT mean AND express MY CONCERN OVER WHAT ramification THIS fail WOULD POSE FOR ME operation AND IF THE PLANE WAS IN FACT OK TO FLY.THE mechanic assure ME THAT THE wheel WOULD BE FINE AND THAT ALL IT mean WAS WHILE THE PROPER TORQUE WAS NOT attain THERE WAS certain ENOUGH TORQUE provide TO HOLD EVERYTHING TOGETHER.THE mechanic TOLD ME HE HAD PUT SOME TORQUE STRIPE ON say bolt IN AN EFFORT TO AID THE crew BY give THEM A visualreference IF THERE WAS ani move IN bolt OR nut ON THE WHEEL HUB.I ask THE mechanic HOW OFTEN I SHOULD check THE TORQUE STRIPE AND WHEN THE bolt SHOULD BE change.THE mechanic ask HOW MANY land WE DO EACH DAY.I TOLD HIM WE CAN DO AS MANY AS _ EACH DAY.mechanic say AT THAT RATE check ONCE A DAY WOULD BE suffice WHICH I DID PRIOR TO firstflight.I sign THE aircraft RELEASE FORM AND MADE A person NOTE TO MYSELF TO ASK OUR companymechanic ABOUT THE TIE bolt.ALL indication TOLD ME I HAD AN aircraft READY TO flyin AN airworthycondition.MY sign THE aircraft RELEASE FORM WAS NOTHING MORE THAN AN acknowledge OF THE writeup ITSELF.incident THE FORM ask FOR A pilot south NOT A mechanic south SIGNATURE.I FEEL THE maintain LINE remove AND SUBSEQUENT OK FOR aircraft returntoservice constitute OFFICIAL aircraft RELEASE AND I TOOK THE PLANE.WE HAD AN uneventfultakeoff AND land AT OUR destinate._ hour LATER ON taxiout WE experience deflate OF BOTH tire ON THE right MAIN land GEAR AND APPARENT HUB fail.aircraft HAD TO BE tow BACK TO RAMP._ _ _ _ _ _ _ _ THE report state IT WAS ODD have TO SIGN A PAPER AFTER THE maintain RELEASE WAS issue.THE report WAS NOT AT EASE ABOUT THE explain OF THE WHEEL TIE bolt LOW TORQUE AND THE require FOR A day recheck AND WITH NO deferredmaintenance ITEM address THE TIE BOLT CONDITION.THE report say LATER HE WAS advise THIS WAS AN airworthinessdirective AND IF THE TIE BOLT TORQUE WAS FOUND LOW THE bolt MUST BE replace BEFORE flight.
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOTH pilot assume THAT takeoff WOULD BE ON runway.HOWEVER WE WERE give A taxiclearance FROM GATE XA TO runway _.NO SPECIFIC taxiway WERE issue WITH THIS clearance.ON taxiway V I WAS headsdown final weightandbalance AND flightmanagementcomputer duty.AS THE captain MADE THE NEXT left TURN AND question THE wide OF THE taxiway I look UP AND realize THAT WE WERE ON taxiway F.I THEN READ HIM THE publish _ pound weigh restrict.OUR TAXI FOR takeoff continue ON taxiway F AND taxiway G WITHOUT INCIDENT.taxiway B AND _ SHOULD VE BEEN us.DURING A RETURN flight TO grr airport I notice THAT THE EASTERN ENTRANCE TO taxiway G IS mark WITH A light SIGN generalaviation ONLY.THERE IS NO SUCH SIGN AT THE ENTRANCE TO taxiway F.
